,0
0,0.0
1,0.0
2,23.8231010437
3,51.1736831665
4,0.0
5,0.0
6,0.0
7,0.0
8,29.6901283264
9,71.7386245728
10,68.0757522583
11,0.0
12,51.8980178833
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,26.8882808685
22,51.8395881653
23,51.3780708313
24,0.0
25,38.1074943542
26,0.597294807434
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,26.8898277283
35,49.1714553833
36,30.9454574585
37,54.636844635
38,55.4736709595
39,0.483006358147
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,4.72752857208
47,6.11676120758
48,7.62521934509
49,0.0
50,53.5738983154
51,55.5638618469
52,24.7807598114
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,4.72752857208
60,4.72752857208
61,0.0
62,0.98681718111
63,26.2679595947
64,27.8947582245
65,30.0749397278
66,0.0
67,2.10441684723
68,26.8098869324
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,7.13811922073
75,19.9347171783
76,19.9380111694
77,0.0
78,6.19265413284
79,0.0
80,12.3373403549
81,45.00806427
82,0.0
83,0.0
84,25.7659873962
85,25.7659873962
86,0.0
87,25.9764976501
88,25.9702014923
89,19.8155593872
90,0.0
91,0.0
92,0.0
93,0.0
94,64.8353805542
95,0.0
96,0.0
97,103.132095337
98,103.084320068
99,0.0
100,25.9764976501
101,25.9764976501
102,5.73238182068
103,0.0
104,0.0
105,0.0
106,0.0
107,56.6315193176
108,0.0
109,0.0
110,111.105117798
111,110.689979553
112,0.0
113,0.0
114,0.0
115,3.91302084923
116,0.0
117,53.9446754456
118,0.0
119,0.0
120,0.0
121,0.0
122,0.0
123,82.3535995483
124,92.8424606323
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,61.7952957153
131,0.0
132,0.0
133,0.0
134,0.0
135,0.0
136,0.0
137,13.1950807571
138,12.9111499786
139,0.0
140,44.580783844
141,21.604593277
142,0.0
143,50.6330032349
144,0.0
145,0.0
146,0.0
147,87.2405700684
148,84.5371780396
149,0.0
150,34.1948890686
151,33.0167922974
152,0.0
153,74.7007827759
154,46.6232070923
155,0.0
156,0.0
157,0.0
158,0.0
159,46.9056816101
160,87.4360122681
161,86.9086685181
162,0.0
163,19.8030490875
164,19.8030490875
165,13.0158452988
166,72.5135269165
167,43.425617218
168,24.5054645538
169,38.4132194519
170,19.8297424316
171,46.8281745911
172,42.2613487244
173,19.9969215393
174,0.0
175,0.0
176,0.0
177,13.9236555099
178,12.9395189285
179,0.0
180,0.0
181,8.7275390625
182,36.3387184143
183,20.5616722107
184,0.0
185,5.00002908707
186,4.97921657562
187,0.0
188,0.0
189,0.0
190,0.0
191,0.0
192,21.9141769409
193,25.0348739624
194,10.169426918
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.0
205,43.9627151489
206,47.904209137
207,35.8919258118
208,0.0
209,0.0
210,0.0
211,0.0
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,27.7576656342
219,58.3841171265
220,35.9502792358
221,43.0929107666
222,43.4760780334
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.0
230,0.0
231,25.1053085327
232,60.5752906799
233,0.0
234,9.4421749115
235,4.63764858246
236,1.106123209
237,0.71245855093
238,0.720275700092
239,0.0
240,0.0
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.0
248,40.9319953918
249,41.3613052368
250,6.25508165359
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,31.1532554626
262,41.3174819946
263,5.70101690292
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.568569660187
276,0.507643699646
277,0.252314895391
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.563201367855
287,0.60911154747
288,0.0
289,0.277779966593
290,0.290851056576
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,22.3457107544
299,0.544318974018
300,0.611210048199
301,0.0
302,0.0
303,13.3615617752
304,9.74949932098
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,6.896733284
311,22.3457107544
312,0.0
313,0.0
314,0.0
315,0.0
316,11.6494808197
317,6.47737884521
318,7.34142017365
319,0.0
320,46.8289718628
321,47.7604789734
322,0.0
323,7.39207553864
324,0.0
325,0.0
326,0.0
327,0.0
328,0.0
329,0.0
330,18.5034503937
331,21.0751972198
332,7.80548238754
333,7.80548238754
334,0.0
335,0.280632019043
336,0.0
337,0.0
338,0.0
339,43.5506401062
340,8.81179332733
341,0.0
342,0.0
343,23.310131073
344,30.7139949799
345,24.1613025665
346,0.0
347,0.0
348,49.0399665833
349,55.0187721252
350,0.0
351,7.32191944122
352,44.3922958374
353,0.619568645954
354,0.0
355,16.2249660492
356,23.2435798645
357,24.5672054291
358,24.1400852203
359,1.91714775562
360,1.58919227123
361,0.0
362,0.0
363,31.8901901245
364,0.703916847706
365,0.539206564426
366,0.591427385807
367,0.0
368,0.0
369,32.110584259
370,0.0
371,0.0
372,0.0
373,0.0
374,0.0
375,0.0
376,10.1477499008
377,0.0
378,0.0
379,0.0
380,0.0
381,0.0
382,31.3788337708
383,0.0
384,0.0
385,0.0
386,0.0
387,0.0
388,0.0
389,0.0
390,0.0
391,0.0
392,0.0
393,10.9570426941
394,0.0
395,0.0
396,0.0
397,0.0
398,0.0
399,1.30395507812
400,3.29984736443
401,0.0
402,0.0
403,0.0
404,0.0
405,0.0
406,0.0
407,0.0
408,0.0
409,0.0
410,0.0
411,0.0
412,0.0
413,3.31168937683
414,0.0
415,0.0
416,4.58897018433
417,0.0
418,0.0
419,56.9761543274
420,58.9188652039
421,0.0
422,0.0
423,0.0
424,0.0
425,0.0
426,4.00593852997
427,20.1348457336
428,0.0
429,0.0
430,0.0
431,0.0
432,51.9148826599
433,51.2338981628
434,0.0
435,0.0
436,14.6046943665
437,17.831829071
438,0.0
439,0.0
440,30.6884689331
441,30.6277198792
442,6.17880058289
443,0.0
444,0.0
445,0.0
446,23.5432186127
447,1.17771840096
448,0.0
449,13.8513202667
450,17.831829071
451,0.0
452,0.0
453,30.4818820953
454,27.9586410522
455,42.5573921204
456,3.4241361618
457,0.0
458,0.0
459,0.0
460,0.0
461,0.0
462,0.0
463,37.5965538025
464,0.0
465,0.0
466,0.0
467,0.0
468,24.1498641968
469,6.40601062775
470,5.45924568176
471,0.0
472,0.0
473,49.8701400757
474,49.8163070679
475,0.0
476,37.5009651184
477,0.0
478,0.0
479,0.0
